model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
gru,last,10,20,1.0,1.0,0.0,300.0
gru,last,30,20,0.0,0.5299479166666666,0.01127637244510987,600.0
gru,last,50,20,0.0,0.521484375,0.0067658234670659265,600.0
gru,last,70,20,0.0,0.53515625,0.01014873520059889,600.0
