model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
gru,attn,10,4,1.0,1.0,0.0,300.0
gru,attn,30,4,1.0,1.0,0.0,300.0
gru,attn,50,4,1.0,1.0,0.0,300.0
gru,attn,70,4,1.0,1.0,0.0,300.0
