model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
gru,attn,100,16,1.0,1.0,0.0,300.0
gru,attn,200,16,1.0,1.0,0.0,300.0
gru,attn,400,16,1.0,1.0,0.0,300.0
gru,attn,600,16,1.0,1.0,0.0,300.0
