model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
gru,attn,100,20,1.0,1.0,0.0,300.0
gru,attn,200,20,1.0,1.0,0.0,300.0
gru,attn,400,20,1.0,1.0,0.0,300.0
gru,attn,600,20,1.0,1.0,0.0,300.0
