model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
rnn,last,10,64,1.0,1.0,0.0,300.0
rnn,last,20,64,1.0,1.0,0.0,300.0
rnn,last,30,64,1.0,1.0,0.0,366.6666666666667
rnn,last,40,64,0.6666666666666666,0.8470052083333334,0.26499475246008214,533.3333333333334
rnn,last,50,64,0.3333333333333333,0.6822916666666666,0.2751712150482783,600.0
