model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
rnn,last,22,8,0.3333333333333333,0.6770833333333334,0.27965403663872496,600.0
rnn,last,25,8,0.0,0.51953125,0.0033829117335329633,600.0
