model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
rnn,last,10,32,1.0,1.0,0.0,300.0
rnn,last,20,32,1.0,1.0,0.0,300.0
rnn,last,30,32,0.6666666666666666,0.8411458333333334,0.27514348766068103,533.3333333333334
rnn,last,40,32,0.6666666666666666,0.8470052083333334,0.26499475246008214,566.6666666666666
rnn,last,50,32,0.0,0.52734375,0.005859375,600.0
