model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
rnn,last,10,4,1.0,0.9954427083333334,0.007893460711576906,400.0
rnn,last,20,4,0.0,0.5345052083333334,0.014659284178642833,600.0
rnn,last,30,4,0.0,0.5299479166666666,0.01127637244510987,600.0
rnn,last,40,4,0.0,0.5338541666666666,0.012404009689620875,600.0
rnn,last,50,4,0.0,0.5208333333333334,0.0029834477180701964,600.0
