model,pooling,seq_len,hidden,P_success,mean_best_acc,std_best_acc,mean_steps
gru,last,10,20,1.0,1.0,0.0,300.0
gru,last,15,20,1.0,1.0,0.0,300.0
gru,last,20,20,1.0,1.0,0.0,300.0
gru,last,25,20,0.6666666666666666,0.8404947916666666,0.276271124905192,466.6666666666667
gru,last,30,20,0.0,0.5299479166666666,0.01127637244510987,600.0
