model,pooling,task_variant,seq_len,hidden,seed,best_test_acc,success,steps_ran,train_time_sec,student_id,file_tag
rnn,attn,distractors,1,1,0,1.0,1,300,0.40724873542785645,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,1,1,1,1.0,1,300,0.3747398853302002,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,1,1,2,1.0,1,300,0.37059831619262695,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,1,0,1.0,1,300,0.41918134689331055,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,1,1,1.0,1,300,0.4304013252258301,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,1,2,1.0,1,300,0.4044327735900879,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,1,0,1.0,1,300,0.4340062141418457,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,1,1,1.0,1,300,0.4156162738800049,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,1,2,1.0,1,300,0.42081618309020996,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,1,0,1.0,1,300,0.4433307647705078,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,1,1,1.0,1,400,0.63590407371521,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,1,2,1.0,1,300,0.4777705669403076,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,1,0,1.0,1,300,0.5349736213684082,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,1,1,1.0,1,500,0.8967657089233398,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,1,2,1.0,1,400,0.708388090133667,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,1,0,1.0,1,300,0.6017861366271973,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,1,1,1.0,1,600,1.2293691635131836,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,1,2,1.0,1,300,0.5886952877044678,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,1,0,1.0,1,300,0.6876099109649658,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,1,1,1.0,1,600,1.3876135349273682,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,1,2,1.0,1,400,0.9318010807037354,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,1,0,1.0,1,400,0.9678611755371094,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,1,1,1.0,1,600,1.534287691116333,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,1,2,1.0,1,300,0.7324848175048828,anon76,anon76_20260213_130258_distractors_rnn_h1_poolattn_seq1-50_n8_seed0-2
