model,pooling,task_variant,seq_len,hidden,seed,best_test_acc,success,steps_ran,train_time_sec,student_id,file_tag
rnn,attn,distractors,1,32,0,1.0,1,300,0.446303129196167,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,1,32,1,1.0,1,300,0.40610361099243164,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,1,32,2,1.0,1,300,0.3891410827636719,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,32,0,1.0,1,300,0.47007322311401367,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,32,1,1.0,1,300,0.4354076385498047,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,32,2,1.0,1,300,0.4287862777709961,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,32,0,1.0,1,300,0.5039126873016357,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,32,1,1.0,1,300,0.4791088104248047,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,32,2,1.0,1,300,0.5192358493804932,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,32,0,1.0,1,300,0.5801239013671875,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,32,1,1.0,1,300,0.9462206363677979,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,32,2,1.0,1,300,0.6506175994873047,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,32,0,1.0,1,300,0.8609700202941895,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,32,1,1.0,1,300,0.8140699863433838,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,32,2,1.0,1,300,0.6935410499572754,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,32,0,1.0,1,300,0.9232540130615234,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,32,1,1.0,1,300,0.9934744834899902,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,32,2,1.0,1,300,0.9576821327209473,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,32,0,1.0,1,300,1.0951228141784668,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,32,1,1.0,1,300,0.9572205543518066,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,32,2,1.0,1,300,1.1074497699737549,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,32,0,1.0,1,300,1.2818331718444824,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,32,1,1.0,1,300,1.069106101989746,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,32,2,1.0,1,300,1.0905280113220215,anon76,anon76_20260213_130510_distractors_rnn_h32_poolattn_seq1-50_n8_seed0-2
