model,pooling,task_variant,seq_len,hidden,seed,best_test_acc,success,steps_ran,train_time_sec,student_id,file_tag
rnn,attn,distractors,1,16,0,1.0,1,300,0.4262573719024658,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,1,16,1,1.0,1,300,0.41569995880126953,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,1,16,2,1.0,1,300,0.4004087448120117,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,16,0,1.0,1,300,0.4340028762817383,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,16,1,1.0,1,300,0.45848774909973145,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,2,16,2,1.0,1,300,0.44304966926574707,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,16,0,1.0,1,300,0.551602840423584,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,16,1,1.0,1,300,0.5042762756347656,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,5,16,2,1.0,1,300,0.7149057388305664,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,16,0,1.0,1,300,0.5663888454437256,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,16,1,1.0,1,300,0.5747530460357666,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,10,16,2,1.0,1,300,0.6959860324859619,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,16,0,1.0,1,300,0.7460532188415527,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,16,1,1.0,1,300,0.7677319049835205,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,20,16,2,1.0,1,300,0.7303614616394043,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,16,0,1.0,1,300,0.9483053684234619,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,16,1,1.0,1,300,0.7934932708740234,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,30,16,2,1.0,1,300,0.7757666110992432,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,16,0,1.0,1,300,0.8386468887329102,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,16,1,1.0,1,300,0.8618175983428955,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,40,16,2,1.0,1,300,0.8526263236999512,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,16,0,1.0,1,300,0.9572203159332275,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,16,1,1.0,1,300,1.0036954879760742,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
rnn,attn,distractors,50,16,2,1.0,1,300,1.059295892715454,anon76,anon76_20260213_130446_distractors_rnn_h16_poolattn_seq1-50_n8_seed0-2
